Status,Furnished_status,neworold,type_of_building,area,latitude,longitude,Bedrooms,Bathrooms,Balcony,parking,Lift,price
Ready to Move,,Resale,Individual House,1623,28.63754531,77.3648601,3,3,2,,,12000000
,Unfurnished,Resale,Individual House,1075,28.60483,77.434908,2,2,1,1,,4000000
Ready to Move,Semi-Furnished,Resale,Flat,1075,28.6493479,77.3696259,2,2,,,,5000000
Ready to Move,Semi-Furnished,New Property,Individual House,900,28.65373611,77.28655243,3,2,2,,,7500000
Ready to Move,,Resale,Individual House,965,28.56865,77.475429,2,2,4,,2,3700000
Ready to Move,,Resale,Flat,1300,28.612768,77.387131,3,2,2,,,5500000
Ready to Move,Furnished,Resale,Flat,1337,28.64334869,77.12055969,3,2,1,,,10200000
Ready to Move,Unfurnished,Resale,Flat,840,28.6336095,77.4713825,2,2,,,,2300000
Ready to Move,,Resale,Flat,750,28.6493479,77.3696259,2,2,,,,3200000
Ready to Move,,Resale,Flat,1070,28.505584,77.410762,2,2,2,1,,4280000
Ready to Move,,Resale,Flat,1580,28.534098,77.01872534,2,2,2,2,2,14500000
Ready to Move,Furnished,New Property,Flat,1200,28.69530487,77.33018494,2,2,2,1,,4500000
Ready to Move,Furnished,Resale,Individual House,950,28.5813905,77.0271065,5,3,2,,,5500000
Ready to Move,,Resale,Flat,1185,28.579593,77.445197,2,2,3,1,,4400000
Ready to Move,Semi-Furnished,Resale,Flat,800,28.6493479,77.3696259,2,2,,,,3400000
Ready to Move,Furnished,Resale,Flat,650,28.6452824,77.3621025,2,2,1,1,,2800000
Ready to Move,,Resale,Flat,1469,28.605956,77.450468,3,2,5,,,5200000
Ready to Move,Semi-Furnished,Resale,Flat,900,28.685969,77.3508975,2,2,,1,,3500000
Ready to Move,,Resale,Flat,1100,28.477342,77.5529344,2,2,,,,3800000
Ready to Move,,Resale,Individual House,3660,28.4283324,77.0438836,4,4,,,,30000000
Ready to Move,Unfurnished,New Property,Flat,2400,28.48860741,77.08190918,3,4,2,,,22500000
Ready to Move,,New Property,Flat,850,28.651605,77.352842,2,2,1,,,3900000
Ready to Move,Semi-Furnished,Resale,Flat,4600,28.5301479,77.0164465,4,5,4,,,42000000
Ready to Move,,Resale,Flat,2475,28.588371,77.400313,4,4,4,,,11000000
Ready to Move,,Resale,Flat,1595,28.5827633,77.44122092,3,3,3,1,2,6500000
Ready to Move,Unfurnished,Resale,Flat,995,28.7040534,77.4373305,2,2,3,,,4000000
Ready to Move,,Resale,Individual House,1070,28.589681,77.458401,2,2,,402,,4200000
Ready to Move,,Resale,Flat,855,28.5906689,77.45786265,2,2,2,,,3000000
,Semi-Furnished,Resale,Flat,1250,28.689743,77.4199179,2,2,,,,4000000
Ready to Move,,Resale,Flat,1135,28.58731051,77.39590178,2,2,4,,,5500000
Ready to Move,,Resale,Flat,800,28.70199,77.410904,2,2,2,,,2250000
Ready to Move,Unfurnished,Resale,Flat,1450,28.34461403,77.33087921,3,2,2,,,5700000
Ready to Move,,Resale,Flat,1199,28.707505,77.42157217,3,2,2,,,3900000
Ready to Move,Semi-Furnished,Resale,Individual House,1850,28.3929103,76.9589066,3,2,,,,9000000
Ready to Move,,Resale,Flat,1020,28.7248146,77.1342627,2,2,2,,,10800000
Ready to Move,Furnished,Resale,Flat,830,28.399675,77.3023545,2,2,,,,3500000
Ready to Move,Semi-Furnished,Resale,Individual House,1800,28.386595,77.0605754,4,3,,,,14000000
Ready to Move,,Resale,Flat,1085,28.646509,77.38148828,2,2,2,,,4700000
Ready to Move,Semi-Furnished,Resale,Flat,2177,28.5081375,77.008965,3,3,,,,11500000
Ready to Move,Semi-Furnished,Resale,Flat,1790,28.3929103,76.9589066,3,4,,,,8900000
Ready to Move,Semi-Furnished,Resale,Flat,700,28.63883972,77.34054565,3,2,1,,,4300000
Ready to Move,,Resale,Flat,700,28.63040122,77.11637604,2,2,2,1,,4700000
Ready to Move,,Resale,Individual House,2415,28.400043,77.054707,4,4,3,,,19500000
Ready to Move,,Resale,Flat,1000,28.457506,77.566286,2,2,2,2,,3200000
,Furnished,Resale,Individual House,1525,28.660445,77.404804,3,3,3,1,,7900000
Ready to Move,,Resale,Flat,1380,28.56458645,77.39876351,2,2,4,1,,8200000
Ready to Move,,Resale,Individual House,1040,28.591408,77.38849587,2,2,1,1,1,4550000
Ready to Move,Semi-Furnished,New Property,Flat,675,28.561072,77.0479431,2,2,1,,,3800000
Ready to Move,,Resale,Individual House,933,28.72199885,77.447746,2,2,2,1,2,2500000
Ready to Move,Unfurnished,Resale,Flat,700,28.6212883,77.05307007,2,2,2,,,2900000
Ready to Move,,Resale,Flat,1530,28.35911846,76.975628,2,2,3,1,2,8800000
Ready to Move,Furnished,Resale,Flat,720,28.60004616,77.47114563,2,2,1,,,3000000
,Semi-Furnished,Resale,Flat,995,28.51140625,77.5182632,2,2,2,1,,3500000
Ready to Move,Semi-Furnished,Resale,Flat,1000,28.37481499,77.31952667,2,2,,,,3000000
Ready to Move,,Resale,Flat,2460,28.35895365,76.971587,3,3,,,,17000000
Ready to Move,,New Property,Individual House,1125,28.679009,77.34929514,2,2,4,,,5500000
Ready to Move,,Resale,Flat,1557,28.41086241,77.35251455,3,3,,,,4630000
Ready to Move,Furnished,Resale,Individual House,1775,28.6865959,77.3729515,3,3,,,,9800000
Ready to Move,,Resale,Flat,1485,28.447828,76.970377,3,3,3,,,7500000
Ready to Move,Unfurnished,Resale,Flat,900,28.5665785,77.3410271,2,2,1,,,5200000
Ready to Move,,Resale,Flat,1150,28.574637,77.388803,2,2,3,,,5600000
Ready to Move,,Resale,Flat,1690,28.3981,76.93333,3,3,,1,,7000000
Ready to Move,,Resale,Flat,1175,28.56902615,77.39297,2,2,,,,6500000
Ready to Move,Semi-Furnished,Resale,Flat,1508,28.41492,77.035907,3,3,,,,11000000
Ready to Move,,New Property,Flat,1050,28.728555,77.337353,2,2,3,,,2800000
Ready to Move,,Resale,Individual House,980,28.287841,77.069336,2,2,2,,,3600000
Ready to Move,Furnished,Resale,Flat,1742,28.517742,77.529334,3,3,3,,,6500000
Ready to Move,Furnished,Resale,Flat,1200,28.6493479,77.3696259,3,2,,,,6000000
Ready to Move,,Resale,Flat,1592,28.505584,77.410762,3,3,3,1,,6000000
,Semi-Furnished,Resale,Flat,800,28.641779,77.3502969,2,2,,1,,3500000
Ready to Move,Semi-Furnished,Resale,Flat,1100,28.5960598,77.00378418,4,2,2,,,6990000
Ready to Move,Semi-Furnished,Resale,Flat,1545,28.4372909,77.0235049,3,4,,,,11500000
Ready to Move,,Resale,Flat,1405,28.70336119,77.42396147,3,2,,,,5000000
Ready to Move,,Resale,Flat,1304,28.66520769,77.37425367,2,2,,,,7500000
Ready to Move,Semi-Furnished,Resale,Flat,1600,28.5573161,77.2422741,3,3,,,,32000000
Ready to Move,,Resale,Flat,1446,28.594127,77.38197233,3,2,,,,7460000
Ready to Move,,Resale,Individual House,1278,28.58874861,77.40615053,2,2,,1,,6500000
Ready to Move,Semi-Furnished,Resale,Flat,720,28.484771,77.028653,2,2,1,2,1,4000000
Ready to Move,Unfurnished,Resale,Individual House,1150,28.5859957,77.4338341,3,2,,,,5800000
Ready to Move,,Resale,Flat,1200,28.635527,77.48123,3,2,,2,,3500000
Ready to Move,Semi-Furnished,Resale,Flat,1300,28.5211335,77.257881,3,2,,,,8000000
Ready to Move,Semi-Furnished,Resale,Individual House,1565,28.5073636,77.4091,3,3,,,,5900000
Ready to Move,Semi-Furnished,Resale,Flat,1267,28.604884,77.425914,3,2,3,1,,4000000
,Semi-Furnished,Resale,Flat,845,28.390701,77.3408206,3,2,2,750,2,2580000
Ready to Move,Semi-Furnished,Resale,Flat,800,28.7379052,77.2673675,2,2,,,,2100000
Ready to Move,Semi-Furnished,Resale,Flat,850,28.643642,77.34532,2,2,,,,4600000
Ready to Move,Semi-Furnished,Resale,Individual House,1350,28.5028971,77.526218,3,2,,,,6500000
Ready to Move,Unfurnished,Resale,Flat,540,28.6212874,77.0530735,3,2,1,2,,2500000
Ready to Move,,Resale,Flat,1300,28.562293,77.447364,3,3,,,,5000000
Ready to Move,Furnished,Resale,Flat,950,28.4524215,77.317156,3,2,,1,,5000000
Ready to Move,Unfurnished,Resale,Individual House,900,28.65373611,77.28655243,2,2,1,,,6000000
Ready to Move,,New Property,Flat,2700,28.4354498,77.089998,4,4,4,,,21500000
Ready to Move,,Resale,Flat,985,28.60483,77.434908,2,2,2,1,2,3900000
Ready to Move,Semi-Furnished,New Property,Flat,1710,28.44501114,76.95844269,3,2,3,,,12500000
Ready to Move,Semi-Furnished,New Property,Flat,800,28.57759857,77.10581207,3,2,1,,,5100000
Ready to Move,Unfurnished,Resale,Flat,900,28.6193161,77.03326416,4,2,1,,,10000000
,Unfurnished,Resale,Flat,799,28.657742,77.361477,2,2,2,,,4500000
Ready to Move,,Resale,Flat,1470,28.66288,77.47096,3,3,2,1,2,6000000
Ready to Move,,Resale,Flat,1895,28.6244715,77.4383996,4,3,4,3,2,6000000
,Semi-Furnished,Resale,Flat,970,28.646286,77.406051,2,2,,1,,4900000
Ready to Move,,Resale,Flat,1200,28.60270721,77.32156041,3,2,,1,,11800000
Ready to Move,,Resale,Flat,1100,28.51349498,77.03657993,2,2,1,,,8700000
Ready to Move,Unfurnished,Resale,Flat,977,28.65005875,77.36593628,3,2,1,,,4500000
Ready to Move,Semi-Furnished,Resale,Individual House,2100,28.362361,77.3353025,3,2,,1,0,8000000
Ready to Move,,Resale,Flat,990,28.420952,76.910875,2,2,,,,5000000
Ready to Move,Unfurnished,New Property,Individual House,950,28.61802864,77.0409317,3,2,2,,,5500000
Ready to Move,Semi-Furnished,Resale,Flat,1400,28.4868994,77.0154049,3,4,,,,8500000
Ready to Move,Semi-Furnished,New Property,Individual House,895,28.605958,77.444512,2,2,3,,,3700000
Ready to Move,,New Property,Flat,1115,28.57204228,77.39106873,2,2,4,,,5800000
Ready to Move,,Resale,Individual House,1700,28.661088,77.372566,3,2,3,,,9500000
Ready to Move,,Resale,Flat,1265,28.309616,77.55859,2,2,4,,,4000000
Ready to Move,,Resale,Flat,1492,28.3633371,77.34902797,2,2,3,1,2,4500000
Ready to Move,Semi-Furnished,Resale,Individual House,1000,28.63576889,77.43379974,2,2,1,2,,3200000
Ready to Move,Semi-Furnished,Resale,Flat,1400,28.6467392,77.3709475,3,2,,,,6700000
Ready to Move,,Resale,Flat,800,28.387228,77.058217,3,3,,,,4650000
Ready to Move,Semi-Furnished,Resale,Flat,825,28.685969,77.3508975,2,2,,,,3000000
Ready to Move,Semi-Furnished,Resale,Flat,1525,28.5750243,77.3803,3,2,,,,11000000
Ready to Move,,Resale,Flat,1150,28.62804,77.437809,2,2,,,,3500000
Ready to Move,Semi-Furnished,New Property,Flat,780,28.6642704,77.11408234,2,2,1,1,0,5800000
Ready to Move,,Resale,Flat,1660,28.70203629,77.41841518,3,2,1,,,5800000
Ready to Move,,Resale,Flat,1108,28.707505,77.42157217,2,2,,,,3800000
Ready to Move,,New Property,Individual House,1000,28.6500637,77.3637503,3,3,1,,,4700000
Ready to Move,Semi-Furnished,Resale,Flat,1300,28.6467392,77.3709475,3,2,,,,7000000
,Semi-Furnished,Resale,Flat,645,28.36791992,77.34594727,3,2,2,1050,2,2580000
Ready to Move,,Resale,Individual House,1299,28.707505,77.42157217,3,2,1,,,4000000
Ready to Move,,Resale,Flat,1265,28.505584,77.410762,3,2,4,1,,5000000
Ready to Move,,New Property,Flat,1550,28.447494,76.954822,3,3,3,2,1,10300000
Ready to Move,,Resale,Flat,950,28.643543,77.350569,2,2,2,1,2,4600000
,Unfurnished,Resale,Flat,1350,28.283682,77.047379,2,2,2,1,,9000000
Ready to Move,Semi-Furnished,Resale,Flat,1350,28.605958,77.444512,2,2,4,,,4700000
Ready to Move,,Resale,Individual House,950,28.591866,77.360682,2,2,1,,1,3350000
Ready to Move,,Resale,Flat,2315,28.43157936,77.03524427,4,4,2,2,2,18000000
Ready to Move,Semi-Furnished,Resale,Flat,1097,28.4952463,76.9853854,2,2,,,,5500000
Ready to Move,,Resale,Flat,1435,28.53208958,77.3784309,2,2,2,1,3,6800000
Ready to Move,,New Property,Flat,1200,28.646288,77.364534,3,3,3,,,6700000
,Semi-Furnished,Resale,Flat,1940,28.49227,76.987233,3,3,,,,10000000
Ready to Move,Semi-Furnished,Resale,Flat,540,28.6193161,77.03326416,2,2,,,,1900000
Ready to Move,Semi-Furnished,Resale,Flat,1075,28.64543818,77.38460016,2,2,3,1,3,4750000
Ready to Move,,Resale,Individual House,1280,28.65946264,77.47263311,3,2,2,1,2,5200000
Ready to Move,Semi-Furnished,Resale,Flat,1000,28.6212874,77.0530735,3,2,,,,4500000
Ready to Move,,Resale,Individual House,1190,28.61297185,77.45642403,3,2,3,,,4900000
Ready to Move,Furnished,Resale,Flat,1200,28.63626099,77.43376923,3,2,2,1,,4500000
Ready to Move,,Resale,Flat,1220,28.53208958,77.3784309,2,2,3,,,5500000
Ready to Move,,Resale,Flat,1500,28.678905,77.48529753,3,2,3,1,3,4600000
Ready to Move,Unfurnished,Resale,Flat,675,28.5204894,77.1729676,2,2,1,1,0,2400000
Ready to Move,Semi-Furnished,Resale,Flat,1152,28.631237,77.1473146,2,2,,,,9000000
Ready to Move,,New Property,Flat,1230,28.371015,76.944353,2,2,2,,,7500000
Ready to Move,Furnished,Resale,Individual House,1000,28.5733101,77.044843,3,3,,,,8500000
Ready to Move,Semi-Furnished,New Property,Flat,805,28.63464355,77.04903412,3,2,2,1,1,4000000
,Unfurnished,Resale,Individual House,1725,28.4460523,76.9772858,3,3,,,,8000000
Ready to Move,Semi-Furnished,Resale,Flat,1650,28.4783175,77.5185449,3,3,,,,6000000
Ready to Move,,New Property,Individual House,1326,28.694223,77.4519,3,2,2,,,4500000
,Unfurnished,Resale,Flat,1620,28.42443657,77.0982132,3,2,4,,,7500000
Ready to Move,Furnished,Resale,Individual House,1200,28.6212655,77.364423,3,3,,,,7050000
Ready to Move,Unfurnished,Resale,Flat,950,28.638572,77.4308515,2,2,5,2,2,3500000
Ready to Move,Semi-Furnished,Resale,Flat,600,28.64328003,77.33624268,2,2,1,,,3000000
Ready to Move,Semi-Furnished,Resale,Individual House,1050,28.5776346,77.3951,3,2,3,1,1,4000000
Ready to Move,Furnished,Resale,Flat,1800,28.60785294,76.99234009,3,3,,,,14000000
Ready to Move,Unfurnished,Resale,Flat,1000,28.454191,77.0837996,2,2,,,,10000000
Ready to Move,Unfurnished,Resale,Flat,1267,28.652913,77.423591,6,2,,,,6000000
Ready to Move,,Resale,Flat,900,28.6148469,77.0678768,3,2,3,,,4500000
Ready to Move,,Resale,Flat,1010,28.400922,77.51969,2,2,3,,,3800000
Ready to Move,Unfurnished,Resale,Flat,804,28.6697197,77.33370209,2,2,1,,,4000000
,Semi-Furnished,Resale,Flat,1100,28.427434,77.1708549,3,2,,,,6000000
Ready to Move,,Resale,Flat,1325,28.532778,77.377052,3,2,2,1,2,6200000
Ready to Move,,Resale,Flat,1082,28.574637,77.388803,2,2,,,,5500000
Ready to Move,Semi-Furnished,Resale,Flat,1570,28.4600879,77.044922,3,3,,,,14000000
Ready to Move,,Resale,Flat,895,28.70886224,77.42290529,2,2,,,,2950000
Ready to Move,,Resale,Flat,1108,28.707505,77.42157217,2,2,2,,,3800000
Ready to Move,Semi-Furnished,New Property,Flat,1550,28.43741226,77.04144287,3,3,3,,,14500000
Ready to Move,Unfurnished,Resale,Flat,741,28.6761322,77.28523254,2,2,2,,,3500000
Ready to Move,,Resale,Flat,1110,28.47722356,77.55106462,2,2,3,,,3950000
,Unfurnished,Resale,Individual House,1690,28.414843,76.919821,3,2,1,2,,10000000
Ready to Move,Unfurnished,Resale,Flat,2376,28.63909912,77.4123764,6,6,,,,12500000
Ready to Move,Furnished,Resale,Flat,1910,28.5606725,77.386597,3,3,2,2,,10000000
Ready to Move,Unfurnished,Resale,Flat,1465,28.60595894,77.44451141,3,2,5,,,6200000
Ready to Move,,Resale,Flat,1250,28.49160863,77.50628161,3,2,2,,,5200000
Ready to Move,,Resale,Flat,1290,28.41395962,77.34289173,2,2,,,,3820000
Ready to Move,Unfurnished,Resale,Flat,955,28.5661101,77.4406099,2,2,,,,3000000
Ready to Move,Unfurnished,Resale,Flat,700,28.6896453,77.4933302,2,2,,1,,2200000
,Unfurnished,New Property,Flat,745,28.247592,77.069185,2,2,2,,,3900000
Ready to Move,Semi-Furnished,Resale,Flat,900,28.66301727,77.36760712,2,2,1,1,,3850000
Ready to Move,Unfurnished,Resale,Flat,1498,28.7040534,77.4373305,3,3,4,1,,5000000
Ready to Move,,Resale,Flat,1300,28.63569035,77.34251722,2,2,3,,,8200000
Ready to Move,Semi-Furnished,Resale,Individual House,1450,28.70140076,77.20785522,3,3,,,,22500000
Ready to Move,Semi-Furnished,Resale,Flat,1500,28.5080324,77.0336072,3,2,,,,9000000
Ready to Move,Semi-Furnished,Resale,Flat,1250,28.676133,77.2852339,3,2,,,,9000000
Ready to Move,,Resale,Flat,2020,28.43157936,77.03524427,3,4,4,2,2,13500000
,Unfurnished,Resale,Flat,1820,28.455151,76.98642,3,3,,,,8500000
Ready to Move,Furnished,Resale,Individual House,1750,28.64934731,77.36962891,3,2,2,,,9500000
Ready to Move,Semi-Furnished,New Property,Flat,1400,28.71643066,77.20663452,3,2,2,,,14000000
Ready to Move,Unfurnished,Resale,Flat,1375,28.6358105,77.3739109,3,3,,,,7300000
Ready to Move,Semi-Furnished,Resale,Flat,1050,28.6859684,77.35089874,3,2,2,1,0,4500000
Ready to Move,,Resale,Flat,2082,28.4101769,77.05028394,3,3,,,,13000000
Ready to Move,,Resale,Flat,1245,28.606945,77.45557857,3,2,4,1,2,4100000
Ready to Move,,Resale,Flat,1555,28.61348,77.36444,3,2,,,,5300000
Ready to Move,,Resale,Flat,1265,28.47962612,77.53229566,3,2,2,,,5000000
Ready to Move,Semi-Furnished,Resale,Flat,900,28.68647194,77.29950714,2,2,1,3,1,5500000
Ready to Move,,New Property,Flat,1895,28.6292392,77.44028831,4,3,3,,,7000000
Ready to Move,,Resale,Flat,1825,28.403432,76.965023,3,3,3,,,8000000
Ready to Move,Semi-Furnished,Resale,Flat,1190,28.577868,77.48322,2,2,4,1,,5000000
Ready to Move,,Resale,Flat,1080,28.621924,77.42101908,2,2,2,1,2,4200000
Ready to Move,Furnished,Resale,Flat,6220,28.34567833,77.32620239,6,5,2,1,,32500000
Ready to Move,,Resale,Flat,925,28.594496,77.323907,2,2,,,,4200000
Ready to Move,Semi-Furnished,Resale,Flat,960,28.7040534,77.4373305,2,2,2,1,,2950000
Ready to Move,,Resale,Flat,1880,28.392329,76.957142,3,3,3,,,11000000
Ready to Move,Furnished,Resale,Flat,925,28.6751235,77.433579,2,2,,,,2500000
Ready to Move,,Resale,Flat,851,28.5827633,77.44122092,2,2,2,1,,2600000
Ready to Move,,Resale,Flat,1215,28.44767653,77.048334,5,2,2,,,7500000
Ready to Move,Furnished,Resale,Flat,675,28.57718086,77.07763672,2,2,1,,,3800000
Ready to Move,Unfurnished,Resale,Flat,1751,28.4737346,77.5413219,3,3,,,,6500000
Ready to Move,,Resale,Flat,1640,28.708275,77.42155811,3,3,,,,4900000
Ready to Move,,Resale,Individual House,1480,28.644056,77.393639,3,2,,1,,6900000
Ready to Move,Semi-Furnished,Resale,Individual House,950,28.6493479,77.3696259,2,2,,,,4500000
Ready to Move,Semi-Furnished,Resale,Individual House,1290,28.6654924,77.3297195,3,2,,,,6500000
Ready to Move,,New Property,Flat,1550,28.578033,77.379401,3,3,3,,,7500000
Ready to Move,,Resale,Flat,920,28.505584,77.410762,2,2,,,,4000000
Ready to Move,,New Property,Flat,597,28.474268,76.96496,2,2,1,,,3200000
Ready to Move,,Resale,Individual House,1080,28.621924,77.42101908,2,2,2,,2,3950000
Ready to Move,Furnished,Resale,Flat,900,28.6824955,77.2671263,3,2,1,,,4800000
Ready to Move,Unfurnished,Resale,Flat,1700,28.386595,77.0605754,3,3,1,,,9000000
Ready to Move,Semi-Furnished,Resale,Flat,1440,28.604884,77.425914,3,2,5,1,2,6000000
Ready to Move,Semi-Furnished,Resale,Flat,946,28.64689445,77.38452911,2,2,2,1,,4500000
Ready to Move,,Resale,Flat,1110,28.513352,77.406026,2,2,,1,,5800000
Ready to Move,Semi-Furnished,Resale,Flat,1100,28.6644882,77.3474938,2,2,2,1,,6000000
Ready to Move,,Resale,Flat,1177,28.39568075,77.02979199,3,2,2,,,7500000
Ready to Move,,Resale,Flat,1975,28.40491677,76.95131573,4,4,,,,8600000
Ready to Move,Semi-Furnished,Resale,Flat,675,28.4028972,76.9782285,2,2,2,1,,3200000
Ready to Move,Unfurnished,Resale,Flat,900,28.64094543,77.34000397,2,2,2,,,5300000
Ready to Move,Semi-Furnished,Resale,Flat,900,28.4838094,77.027832,3,2,2,,,4600000
Ready to Move,,Resale,Flat,548,28.5054485,76.9718027,2,2,2,,,2900000
Ready to Move,Semi-Furnished,Resale,Flat,1150,28.68000603,77.34580994,2,2,2,,,4800000
Ready to Move,Unfurnished,Resale,Flat,1832,28.3679201,77.3459486,3,3,5,1,,6500000
,Semi-Furnished,Resale,Flat,1320,28.4096109,76.9141943,2,2,,,,7000000
Ready to Move,Furnished,Resale,Flat,1200,28.6493479,77.3696259,3,2,,,,6050000
Ready to Move,,Resale,Flat,1700,28.4469189,77.517486,3,3,,,,5500000
Ready to Move,,Resale,Individual House,1200,28.568658,77.324739,3,2,3,2,4,4500000
,Unfurnished,Resale,Flat,1500,28.496754,77.52229495,3,2,4,54,3,7000000
Ready to Move,Furnished,Resale,Flat,1250,28.66499519,77.38987732,3,2,1,,,5000000
Ready to Move,Unfurnished,Resale,Flat,1066,28.41428185,77.34561157,3,3,3,,,3800000
Ready to Move,,Resale,Flat,1405,28.70336119,77.42396147,3,2,3,130,2,4250000
Ready to Move,,Resale,Flat,1760,28.646093,77.384003,3,2,,,,7810000
Ready to Move,Unfurnished,Resale,Individual House,550,28.62456322,77.30006409,2,2,1,,,3500000
Ready to Move,,Resale,Flat,1600,28.59780673,77.314721,4,4,,,,12000000
Ready to Move,Furnished,Resale,Flat,3000,28.5080324,77.0336072,4,4,,,,24000000
Ready to Move,,Resale,Flat,965,28.519997,77.376873,2,2,3,2,2,2950000
Ready to Move,,Resale,Flat,1230,28.522768,77.3897749,2,2,3,2,1,5500000
Ready to Move,,Resale,Flat,1000,28.59787316,77.36816213,2,2,3,1,3,5100000
Ready to Move,Semi-Furnished,Resale,Flat,1100,28.6336095,77.4713825,2,2,2,1,,4000000
Ready to Move,Semi-Furnished,Resale,Flat,1000,28.5684777,77.3775,2,2,,,,4500000
Ready to Move,Unfurnished,Resale,Flat,900,28.6377751,77.0848585,2,2,2,,,6500000
Ready to Move,Semi-Furnished,Resale,Flat,720,28.47545815,77.02576447,2,2,1,,,4000000
Ready to Move,Unfurnished,Resale,Flat,1155,28.369089,77.546387,2,3,,,,4500000
Ready to Move,Unfurnished,Resale,Flat,800,28.5054485,76.9718027,2,2,,,,3500000
Ready to Move,Semi-Furnished,Resale,Flat,900,28.71643066,77.20663452,3,2,1,,,9000000
Ready to Move,Semi-Furnished,New Property,Flat,650,28.45484352,77.00974274,2,2,1,,,3800000
Ready to Move,Semi-Furnished,Resale,Flat,1100,28.6377651,77.075969,3,2,2,2,,8000000
,Unfurnished,Resale,Flat,583,28.289041,77.064597,2,2,1,1,,3000000
Ready to Move,Semi-Furnished,Resale,Flat,1040,28.4102438,77.0411697,4,3,,,,5800000
Ready to Move,Semi-Furnished,Resale,Flat,1296,28.3679201,77.3459486,3,2,,,,4200000
Ready to Move,Unfurnished,Resale,Individual House,1320,28.4096109,76.9141943,2,2,2,1,,6500000
Ready to Move,,Resale,Individual House,950,28.6493434,77.3346064,2,2,2,,,4000000
Ready to Move,,Resale,Flat,1060,28.453581,77.556221,2,2,,,,4300000
Ready to Move,Semi-Furnished,Resale,Flat,1500,28.4244375,77.098212,3,3,,,,11000000
Ready to Move,Furnished,Resale,Flat,1350,28.56987381,77.24311066,2,2,2,,,12500000
Ready to Move,,Resale,Flat,1295,28.35911846,76.975628,2,2,3,,,7800000
Ready to Move,,Resale,Flat,1132,28.57639,77.436005,2,2,1,,,5000000
Ready to Move,,Resale,Flat,1004,28.70336119,77.42396147,2,2,,,,3210000
,,Resale,Flat,970,28.646286,77.406051,2,2,,1,2,5000000
Ready to Move,,Resale,Flat,1000,28.63460443,77.32701502,2,2,2,1,,6500000
Ready to Move,Unfurnished,Resale,Individual House,700,28.49678612,77.22841644,2,2,2,,,2800000
,Semi-Furnished,Resale,Flat,770,28.646286,77.406051,2,2,3,,,3800000
Ready to Move,Semi-Furnished,Resale,Flat,1200,28.66772461,77.0979538,3,2,1,,,12500000
Ready to Move,Semi-Furnished,Resale,Flat,837,28.55861473,77.25454712,3,2,1,1,,4300000
Ready to Move,Unfurnished,Resale,Flat,950,28.6895689,77.3386129,2,2,1,,,3500000
Ready to Move,,Resale,Flat,1825,28.403432,76.965023,3,3,4,,,7500000
Ready to Move,,Resale,Flat,1045,28.57185812,77.38338127,2,2,1,,,5000000
Ready to Move,Semi-Furnished,Resale,Flat,1100,28.7057907,77.1902964,2,2,,,,13000000
Ready to Move,Semi-Furnished,Resale,Flat,1742,28.517742,77.529334,3,3,2,,,6500000
Ready to Move,Semi-Furnished,Resale,Flat,1550,28.643642,77.34532,3,3,,3,,8750000
Ready to Move,Semi-Furnished,Resale,Flat,540,28.5771809,77.0776363,2,2,1,,,2800000
Ready to Move,,New Property,Flat,900,28.486291,77.001973,2,2,1,,,4300000
Ready to Move,,Resale,Flat,1000,28.705425,77.433193,2,2,2,,,3080000
Ready to Move,Semi-Furnished,Resale,Flat,1405,28.70405388,77.43733215,3,2,2,,,4500000
Ready to Move,,Resale,Flat,1220,28.633148,77.371138,3,2,3,,,5000000
Ready to Move,,Resale,Individual House,1576,28.41067606,77.3460253,3,2,3,1,2,6000000
Ready to Move,,Resale,Flat,1220,28.633148,77.371138,3,2,3,,,5200000
Ready to Move,Semi-Furnished,New Property,Flat,623,28.53483009,77.20977783,2,2,1,,,4000000
Ready to Move,,Resale,Flat,1175,28.703253,77.42124207,3,2,2,1,,4800000
Ready to Move,,Resale,Flat,1000,28.6467392,77.3709475,3,2,,,,5100000
Ready to Move,Unfurnished,Resale,Individual House,1365,28.500751,77.3809,3,3,,,,5300000
,Semi-Furnished,Resale,Individual House,2070,28.417824,76.945281,3,3,3,1,,11000000
,Semi-Furnished,Resale,Individual House,995,28.604884,77.425914,2,2,2,1,,3500000
Ready to Move,Unfurnished,Resale,Flat,900,28.5073165,77.3092703,2,2,,,,4000000
Ready to Move,Unfurnished,Resale,Individual House,1600,28.4886075,77.081907,3,3,,,,13500000
Ready to Move,,Resale,Flat,965,28.7005505,77.3286995,2,2,3,,,3000000
Ready to Move,,Resale,Flat,1500,28.38413776,77.36817314,3,2,3,1,2,5500000
Ready to Move,,Resale,Flat,858,28.519997,77.376873,2,2,4,703,,3200000
Ready to Move,Semi-Furnished,Resale,Flat,2100,28.63477325,77.04911804,4,3,3,3,,16000000
Ready to Move,,Resale,Individual House,1060,28.474501,77.553187,2,2,,,,4000000
Ready to Move,Semi-Furnished,Resale,Flat,630,28.4958944,77.1859976,2,2,1,,0,2700000
Ready to Move,,Resale,Flat,1458,28.368101,77.3721674,3,2,3,1,0,4300000
Ready to Move,Unfurnished,New Property,Flat,700,28.6346817,77.04917908,3,2,,2,,4500000
Ready to Move,Semi-Furnished,Resale,Flat,1150,28.6357095,77.3655985,2,2,,,,5500000
Ready to Move,Unfurnished,Resale,Individual House,760,28.5661101,77.4406099,2,2,1,,,3200000
Ready to Move,,Resale,Flat,2450,28.548787,77.346032,4,4,,,,15000000
